record_id,equipment_id,equipment_type,manufacturer,model_year,mine_type,country,operating_hours,event_date,event_type,failure_mode,component_failed,severity,downtime_hours,repair_cost_usd,production_loss_tonnes,maintenance_type,was_scheduled,days_since_last_service,oil_analysis_flag,vibration_flag,temperature_flag
EQP-57B2B914,UNIT-3488,conveyor,Metso,2016,open_pit,drc,30831,2021-12-24,condition_based,pulley,general_component,minor,5.7,2650.6,1579.0,predictive,False,121,False,True,False
EQP-57720680,UNIT-4676,grader,Komatsu,2022,open_pit,tanzania,7964,2021-08-29,overhaul,electrical,alternator,major,12.5,25577.2,147.0,major_overhaul,True,44,False,False,False
EQP-C1A00BF1,UNIT-9932,excavator,Hitachi,2014,open_pit,south_africa,38518,2023-03-20,scheduled_maintenance,preventive,filter_replace,routine,4.0,3768.15,447.0,preventive,True,4,False,False,False
EQP-21A3FAA6,UNIT-8679,grader,Caterpillar,2012,processing_plant,south_africa,48125,2024-05-06,condition_based,blade,general_component,minor,6.1,13339.38,69.0,predictive,False,94,False,False,False
EQP-24827FDF,UNIT-1312,crusher,Metso,2014,open_pit,drc,39872,2022-10-27,scheduled_maintenance,preventive,inspection,minor,28.7,51988.5,5426.0,preventive,True,86,False,True,False
EQP-7EC6BC0C,UNIT-3105,loader,Komatsu,2020,open_pit,ghana,13519,2023-04-03,scheduled_maintenance,preventive,oil_change,routine,3.0,4420.66,192.0,preventive,True,23,False,False,False
EQP-AC36E106,UNIT-8394,crusher,Metso,2016,open_pit,drc,31476,2021-08-13,scheduled_maintenance,preventive,inspection,routine,7.3,10355.91,1857.0,preventive,True,81,False,False,False
EQP-1D3B27E6,UNIT-1524,loader,Caterpillar,2010,open_pit,tanzania,56468,2022-10-01,scheduled_maintenance,preventive,filter_replace,routine,2.2,4707.0,164.0,preventive,True,74,False,False,False
EQP-50A53A58,UNIT-8700,pump,KSB,2019,open_pit,south_africa,18936,2022-10-26,scheduled_maintenance,preventive,inspection,minor,5.6,4255.94,540.0,preventive,True,17,True,False,False
EQP-FB4041BE,UNIT-3532,drill_rig,Caterpillar,2019,underground,zimbabwe,20511,2023-05-12,inspection,preventive,inspection,routine,2.1,3604.59,71.0,preventive,True,29,False,False,True
EQP-BC87A4AF,UNIT-9257,loader,Komatsu,2011,open_pit,south_africa,52432,2021-07-23,scheduled_maintenance,preventive,adjustment,routine,2.2,3214.69,117.0,preventive,True,71,False,False,False
EQP-F1B146C3,UNIT-3642,loader,Volvo,2016,underground,tanzania,30982,2021-09-19,breakdown,hydraulics,valve,minor,12.5,13736.92,1153.0,corrective,False,192,False,False,True
EQP-8CA7DB71,UNIT-4908,drill_rig,Epiroc,2017,open_pit,south_africa,27987,2021-10-08,scheduled_maintenance,preventive,filter_replace,routine,2.6,4154.93,120.0,preventive,True,100,False,True,True
EQP-F853B27D,UNIT-6956,grader,Caterpillar,2010,open_pit,zimbabwe,56824,2022-01-27,overhaul,transmission,clutch,major,17.5,34985.86,239.0,major_overhaul,True,38,True,False,False
EQP-AC114645,UNIT-2136,excavator,Hitachi,2008,open_pit,zambia,63123,2021-06-09,breakdown,undercarriage,general_component,major,35.6,64026.92,3811.0,corrective,False,17,False,False,False
EQP-1B7DAC83,UNIT-6012,conveyor,Metso,2019,underground,ghana,19794,2020-12-18,overhaul,gearbox,general_component,major,7.4,24057.27,3480.0,major_overhaul,True,48,False,False,False
EQP-3F586549,UNIT-5544,haul_truck,Belaz,2017,processing_plant,ghana,29150,2022-06-19,overhaul,brakes,general_component,major,22.1,54369.36,3205.0,major_overhaul,True,105,False,False,False
EQP-FD2F209A,UNIT-8054,haul_truck,Komatsu,2019,open_pit,south_africa,19142,2024-03-19,scheduled_maintenance,preventive,inspection,minor,10.8,18461.4,1618.0,preventive,True,96,False,True,False
EQP-C962EF3F,UNIT-9963,loader,Caterpillar,2014,processing_plant,ghana,40459,2020-02-27,scheduled_maintenance,preventive,adjustment,minor,10.2,15027.85,709.0,preventive,True,177,False,False,False
EQP-77F902FF,UNIT-6978,excavator,Komatsu,2016,open_pit,south_africa,30920,2023-04-13,breakdown,engine,head_gasket,minor,12.5,33380.95,1409.0,corrective,False,3,False,False,False
EQP-8621EC9D,UNIT-4682,excavator,Hitachi,2023,underground,south_africa,3839,2024-01-09,breakdown,electrical,battery,minor,7.3,39026.27,1006.0,corrective,False,4,False,False,False
EQP-AA543200,UNIT-4657,haul_truck,Belaz,2011,underground,zimbabwe,52446,2024-01-23,scheduled_maintenance,preventive,filter_replace,routine,1.9,5640.34,226.0,preventive,True,19,False,False,False
EQP-A478AF4B,UNIT-4761,drill_rig,Epiroc,2018,open_pit,south_africa,21595,2024-03-14,condition_based,hydraulics,valve,routine,2.0,2365.16,52.0,predictive,False,90,True,False,True
EQP-4A200C88,UNIT-8325,loader,Caterpillar,2010,open_pit,south_africa,55465,2021-07-25,overhaul,engine,injector,major,28.8,42604.88,1835.0,major_overhaul,True,47,True,False,False
EQP-44E71527,UNIT-3890,grader,Komatsu,2009,open_pit,ghana,60429,2020-06-30,breakdown,tires,rear_left,major,14.6,23372.88,284.0,corrective,False,37,False,False,False
EQP-AAF72BCC,UNIT-2502,haul_truck,Belaz,2023,underground,drc,4225,2024-11-26,scheduled_maintenance,preventive,inspection,routine,2.7,5422.06,211.0,preventive,True,18,False,False,False
EQP-06B7CA83,UNIT-4008,conveyor,FLSmidth,2010,open_pit,drc,55477,2023-06-13,scheduled_maintenance,preventive,filter_replace,routine,0.9,2498.44,259.0,preventive,True,85,False,False,False
EQP-94908D7E,UNIT-1204,drill_rig,Epiroc,2018,processing_plant,zambia,22895,2021-10-04,scheduled_maintenance,preventive,inspection,routine,1.7,4459.75,67.0,preventive,True,1,True,False,False
EQP-A5D31697,UNIT-1955,conveyor,ThyssenKrupp,2016,open_pit,zambia,32628,2024-03-13,scheduled_maintenance,preventive,inspection,minor,3.5,6045.59,1713.0,preventive,True,66,False,True,False
EQP-8441D97C,UNIT-1810,drill_rig,Epiroc,2020,processing_plant,drc,15677,2021-09-28,overhaul,hydraulics,hose,major,17.7,30265.54,859.0,major_overhaul,True,81,False,False,False
EQP-501CDFEE,UNIT-7943,excavator,Caterpillar,2016,open_pit,ghana,32545,2023-09-10,scheduled_maintenance,preventive,oil_change,minor,8.3,23582.05,1044.0,preventive,True,23,False,True,False
EQP-DA80FAC8,UNIT-7500,drill_rig,Sandvik,2019,underground,ghana,20380,2024-09-25,breakdown,drill_string,general_component,major,9.9,29487.19,399.0,corrective,False,27,False,False,False
EQP-21F499AD,UNIT-7270,conveyor,FLSmidth,2022,open_pit,zimbabwe,7552,2023-10-14,condition_based,roller,general_component,routine,0.9,2483.27,442.0,predictive,False,248,False,False,False
EQP-1F65FD50,UNIT-5156,drill_rig,Caterpillar,2021,open_pit,ghana,13072,2023-03-25,breakdown,compressor,general_component,minor,6.1,8028.63,249.0,corrective,False,14,False,False,False
EQP-246333F6,UNIT-7452,drill_rig,Caterpillar,2019,open_pit,tanzania,19405,2020-12-10,overhaul,compressor,general_component,major,13.7,44292.82,418.0,major_overhaul,True,7,False,True,False
EQP-DF3A370B,UNIT-2451,loader,Komatsu,2010,underground,zambia,57190,2024-08-07,overhaul,hydraulics,valve,major,17.9,38916.46,1516.0,major_overhaul,True,48,True,False,False
EQP-CE3AEAAF,UNIT-9104,loader,Caterpillar,2010,open_pit,zambia,57321,2022-02-05,breakdown,hydraulics,valve,minor,7.5,17730.25,567.0,corrective,False,11,False,False,True
EQP-7FBA145F,UNIT-5508,excavator,Komatsu,2015,underground,drc,37050,2023-01-26,scheduled_maintenance,preventive,filter_replace,routine,3.5,9382.63,523.0,preventive,True,12,False,False,False
EQP-ED610662,UNIT-9441,loader,Caterpillar,2018,processing_plant,botswana,23819,2023-01-06,condition_based,tires,front_right,minor,5.1,16657.57,380.0,predictive,False,31,False,False,False
EQP-49B27E57,UNIT-2370,loader,Komatsu,2018,open_pit,drc,26547,2021-03-19,scheduled_maintenance,preventive,inspection,minor,13.2,17102.94,734.0,preventive,True,86,False,False,False
EQP-AE97B1FD,UNIT-5475,haul_truck,Hitachi,2020,open_pit,drc,16151,2022-12-21,scheduled_maintenance,preventive,adjustment,minor,10.2,8310.18,1369.0,preventive,True,36,False,False,True
EQP-3C86ED41,UNIT-7266,conveyor,ThyssenKrupp,2009,open_pit,tanzania,60241,2021-12-04,overhaul,belt,general_component,major,7.9,11932.39,2660.0,major_overhaul,True,44,True,False,False
EQP-12000DE8,UNIT-5460,excavator,Liebherr,2010,open_pit,zambia,55977,2021-09-21,breakdown,engine,turbo,critical,84.2,262154.76,9976.0,corrective,False,19,False,False,True
EQP-81E2B25B,UNIT-5014,crusher,FLSmidth,2010,open_pit,drc,54870,2024-03-26,scheduled_maintenance,preventive,oil_change,routine,7.2,7447.72,1556.0,preventive,True,107,False,False,True
EQP-1721F998,UNIT-2495,haul_truck,Caterpillar,2016,underground,ghana,33295,2023-07-23,breakdown,tires,front_right,critical,25.5,212056.07,3142.0,corrective,False,48,False,False,False
EQP-CA663761,UNIT-4428,crusher,FLSmidth,2018,open_pit,south_africa,23427,2022-05-31,scheduled_maintenance,preventive,filter_replace,routine,9.0,7610.95,2097.0,preventive,True,84,False,False,False
EQP-EC1B6445,UNIT-3148,excavator,Caterpillar,2009,open_pit,tanzania,60919,2020-02-04,inspection,preventive,oil_change,routine,5.0,3399.69,910.0,preventive,True,24,False,True,False
EQP-158CA995,UNIT-3713,drill_rig,Epiroc,2021,underground,ghana,13159,2023-06-30,condition_based,hydraulics,valve,minor,5.0,16951.36,230.0,predictive,False,28,True,False,True
EQP-13D906E7,UNIT-7152,pump,KSB,2012,open_pit,south_africa,48603,2023-08-21,scheduled_maintenance,preventive,inspection,routine,1.1,1752.23,89.0,preventive,True,31,False,False,False
EQP-D3A01875,UNIT-6671,excavator,Liebherr,2018,underground,south_africa,23308,2020-10-26,breakdown,engine,cooling_system,minor,9.2,39040.97,1428.0,corrective,False,19,False,False,True
EQP-5AFC0220,UNIT-6464,grader,John Deere,2020,processing_plant,botswana,15658,2023-09-24,inspection,preventive,inspection,routine,2.4,1442.32,38.0,preventive,True,28,True,False,False
EQP-B3CA5F6C,UNIT-4255,pump,Weir,2008,open_pit,zambia,61322,2021-12-20,breakdown,casing,general_component,critical,25.1,38688.02,1748.0,corrective,False,55,False,False,True
EQP-57E4A0AD,UNIT-9636,grader,John Deere,2021,underground,drc,11883,2023-08-11,scheduled_maintenance,preventive,filter_replace,routine,3.4,1698.54,50.0,preventive,True,217,False,False,False
EQP-D4A1C300,UNIT-1788,haul_truck,Hitachi,2023,processing_plant,botswana,4802,2024-02-20,breakdown,tires,rear_left,major,14.4,71854.98,1649.0,corrective,False,23,True,False,False
EQP-58E50DC7,UNIT-4082,loader,Komatsu,2023,underground,ghana,3762,2023-06-14,scheduled_maintenance,preventive,filter_replace,routine,4.1,4067.55,369.0,preventive,True,42,False,False,False
EQP-DFF48C0E,UNIT-2061,haul_truck,Komatsu,2010,underground,tanzania,55409,2024-08-20,scheduled_maintenance,preventive,oil_change,minor,11.7,28254.73,1532.0,preventive,True,178,True,False,False
EQP-0C54C19D,UNIT-4050,excavator,Komatsu,2014,underground,zimbabwe,39702,2020-05-17,scheduled_maintenance,preventive,inspection,routine,3.0,9122.66,359.0,preventive,True,92,False,False,True
EQP-13CC1014,UNIT-9656,grader,John Deere,2011,underground,drc,53215,2021-08-06,scheduled_maintenance,preventive,filter_replace,minor,8.1,6943.4,160.0,preventive,True,129,False,False,False
EQP-B28F3296,UNIT-4296,crusher,Metso,2015,underground,tanzania,35945,2020-04-16,scheduled_maintenance,preventive,filter_replace,routine,7.4,8133.9,2182.0,preventive,True,7,False,False,False
EQP-5FBCEC0C,UNIT-9176,conveyor,ThyssenKrupp,2023,underground,botswana,5857,2020-11-06,condition_based,gearbox,general_component,minor,4.4,5602.17,1407.0,predictive,False,251,False,True,False
EQP-8EEAD235,UNIT-5455,excavator,Caterpillar,2020,underground,south_africa,15429,2021-11-03,scheduled_maintenance,preventive,adjustment,routine,5.6,5895.22,1119.0,preventive,True,365,False,False,False
EQP-52574071,UNIT-7296,loader,Volvo,2020,underground,south_africa,16217,2020-02-12,inspection,preventive,inspection,minor,13.9,23958.6,1060.0,preventive,True,5,False,False,False
EQP-0DC8C0B6,UNIT-5116,crusher,Metso,2014,open_pit,tanzania,39566,2021-12-14,breakdown,liner,general_component,minor,22.6,22819.81,4159.0,corrective,False,12,False,False,False
EQP-911B0563,UNIT-3392,drill_rig,Epiroc,2022,processing_plant,drc,10074,2020-08-17,breakdown,hydraulics,valve,minor,7.5,16586.55,323.0,corrective,False,24,True,False,True
EQP-86409AB3,UNIT-7877,grader,John Deere,2022,open_pit,drc,8179,2020-07-22,breakdown,transmission,torque_converter,major,18.1,21462.97,190.0,corrective,False,19,True,False,False
EQP-F85F8B38,UNIT-9721,haul_truck,Hitachi,2020,open_pit,south_africa,18128,2024-02-13,breakdown,brakes,general_component,critical,67.2,241362.54,8506.0,corrective,False,51,False,False,False
EQP-4714F768,UNIT-3371,haul_truck,Komatsu,2021,open_pit,tanzania,11579,2023-09-01,scheduled_maintenance,preventive,filter_replace,routine,3.7,2716.27,509.0,preventive,True,125,True,True,False
EQP-7BA4FCB5,UNIT-8007,crusher,FLSmidth,2018,open_pit,zimbabwe,25527,2022-03-31,breakdown,hydraulics,valve,minor,29.1,38718.76,5895.0,corrective,False,16,True,False,True
EQP-B287CF1E,UNIT-3349,pump,Weir,2009,underground,botswana,60118,2022-10-18,breakdown,bearing,general_component,minor,2.2,6006.65,147.0,corrective,False,44,True,False,False
EQP-FBE433DE,UNIT-7451,haul_truck,Belaz,2012,open_pit,drc,48836,2021-06-08,breakdown,transmission,driveshaft,major,14.9,49434.55,1422.0,corrective,False,6,True,False,False
EQP-288C3825,UNIT-8100,haul_truck,Hitachi,2020,underground,botswana,14780,2022-05-24,scheduled_maintenance,preventive,inspection,minor,10.3,29238.67,1087.0,preventive,True,7,False,False,False
EQP-FE2CDDAD,UNIT-5043,haul_truck,Belaz,2013,underground,drc,44348,2023-10-28,condition_based,hydraulics,filter,routine,1.6,5733.3,189.0,predictive,False,5,False,False,False
EQP-463AA9BA,UNIT-7631,grader,Caterpillar,2010,open_pit,zambia,54930,2022-07-27,scheduled_maintenance,preventive,oil_change,routine,2.8,1303.45,49.0,preventive,True,1,False,True,False
EQP-2EE60517,UNIT-3449,haul_truck,Caterpillar,2023,open_pit,zimbabwe,4257,2023-11-29,overhaul,electrical,sensors,major,19.3,46746.37,2731.0,major_overhaul,True,56,False,False,False
EQP-26366A28,UNIT-1713,drill_rig,Epiroc,2015,underground,drc,34481,2022-05-22,breakdown,compressor,general_component,major,16.4,29419.55,635.0,corrective,False,154,False,False,False
EQP-431DA0DB,UNIT-1867,pump,Weir,2021,underground,zambia,11905,2021-10-13,scheduled_maintenance,preventive,inspection,minor,5.2,3773.01,383.0,preventive,True,53,False,False,False
EQP-57C63442,UNIT-5022,haul_truck,Belaz,2012,open_pit,south_africa,49095,2024-05-29,breakdown,engine,cooling_system,minor,4.6,12264.43,474.0,corrective,False,38,True,False,False
EQP-E0ADC21E,UNIT-9122,conveyor,ThyssenKrupp,2013,open_pit,ghana,44547,2024-06-10,inspection,preventive,adjustment,routine,1.6,871.44,638.0,preventive,True,28,False,False,False
EQP-B584F6AE,UNIT-2148,drill_rig,Epiroc,2013,open_pit,zimbabwe,42766,2021-02-15,breakdown,hydraulics,pump,minor,7.7,18052.41,220.0,corrective,False,102,True,False,True
EQP-E87A2862,UNIT-5101,loader,Volvo,2013,open_pit,south_africa,42101,2022-04-13,overhaul,electrical,wiring,major,16.6,59616.03,1218.0,major_overhaul,True,18,True,False,False
EQP-3577CA2B,UNIT-7335,excavator,Caterpillar,2015,open_pit,zimbabwe,36496,2023-10-22,condition_based,undercarriage,general_component,routine,4.1,3280.23,619.0,predictive,False,13,False,False,False
EQP-D72CF09A,UNIT-2821,drill_rig,Caterpillar,2012,processing_plant,ghana,49581,2021-04-15,scheduled_maintenance,preventive,adjustment,routine,2.4,4165.03,98.0,preventive,True,58,False,False,False
EQP-34077A89,UNIT-7493,haul_truck,Caterpillar,2021,open_pit,ghana,11036,2023-09-09,scheduled_maintenance,preventive,adjustment,routine,2.4,2865.29,192.0,preventive,True,118,False,False,False
EQP-9981474C,UNIT-3753,loader,Volvo,2013,open_pit,zimbabwe,46097,2024-06-07,scheduled_maintenance,preventive,oil_change,routine,3.1,3704.02,222.0,preventive,True,1,True,True,False
EQP-0C6D162F,UNIT-8277,loader,Komatsu,2015,processing_plant,south_africa,35993,2021-02-28,breakdown,tires,rear_left,minor,6.0,9548.46,529.0,corrective,False,25,False,False,False
EQP-BA5F858A,UNIT-6212,haul_truck,Komatsu,2021,underground,botswana,10041,2020-10-02,inspection,preventive,filter_replace,minor,10.2,13599.98,1365.0,preventive,True,46,False,False,True
EQP-C29DD3CB,UNIT-5921,excavator,Komatsu,2014,open_pit,botswana,38439,2024-08-27,condition_based,bucket,general_component,routine,3.3,5285.55,509.0,predictive,False,61,False,False,False
EQP-A3A2D649,UNIT-2590,grader,John Deere,2008,underground,drc,64769,2024-11-27,breakdown,hydraulics,hose,major,17.2,32921.06,322.0,corrective,False,1,True,False,True
EQP-95C59C88,UNIT-5168,haul_truck,Belaz,2008,processing_plant,drc,64129,2024-03-25,breakdown,transmission,torque_converter,critical,52.9,181657.15,6962.0,corrective,False,2,False,False,False
EQP-23894783,UNIT-8708,excavator,Liebherr,2014,open_pit,south_africa,41482,2023-01-08,scheduled_maintenance,preventive,filter_replace,minor,7.0,34301.64,1258.0,preventive,True,241,False,False,False
EQP-3453D885,UNIT-1175,conveyor,FLSmidth,2018,open_pit,tanzania,22801,2020-06-02,condition_based,roller,general_component,minor,3.7,3224.44,1658.0,predictive,False,181,False,False,False
EQP-C8219492,UNIT-7825,excavator,Komatsu,2023,processing_plant,south_africa,4118,2024-07-05,scheduled_maintenance,preventive,filter_replace,routine,2.9,6574.8,501.0,preventive,True,144,True,False,False
EQP-F401C10B,UNIT-5434,excavator,Hitachi,2010,underground,botswana,56006,2020-12-23,condition_based,undercarriage,general_component,minor,8.8,13201.18,1633.0,predictive,False,25,False,False,False
EQP-23DB334B,UNIT-7474,drill_rig,Caterpillar,2016,processing_plant,botswana,31856,2020-11-17,breakdown,rotation,general_component,minor,5.1,6767.03,140.0,corrective,False,27,False,True,False
EQP-EDC1C7F4,UNIT-6969,haul_truck,Caterpillar,2012,open_pit,south_africa,47617,2023-07-14,overhaul,transmission,driveshaft,major,17.9,43900.66,2019.0,major_overhaul,True,3,True,False,True
EQP-14F52980,UNIT-4888,conveyor,ThyssenKrupp,2015,processing_plant,zimbabwe,35637,2021-12-01,breakdown,roller,general_component,major,8.6,11574.65,3925.0,corrective,False,11,False,True,False
EQP-3D1934A4,UNIT-3777,crusher,FLSmidth,2015,open_pit,drc,36174,2024-04-10,scheduled_maintenance,preventive,filter_replace,routine,5.3,12305.5,882.0,preventive,True,11,False,False,False
EQP-C51E8CBA,UNIT-6645,conveyor,ThyssenKrupp,2012,underground,drc,48302,2024-04-20,overhaul,belt,general_component,major,8.1,17610.88,2339.0,major_overhaul,True,227,False,False,False
EQP-AD76F6ED,UNIT-2261,haul_truck,Hitachi,2008,processing_plant,south_africa,64252,2023-12-20,condition_based,hydraulics,cylinder,routine,1.7,5367.33,179.0,predictive,False,91,True,False,True
EQP-277401C6,UNIT-6256,loader,Caterpillar,2009,open_pit,zimbabwe,61205,2024-02-15,scheduled_maintenance,preventive,oil_change,routine,2.8,1470.06,219.0,preventive,True,29,False,False,False
EQP-57E27B27,UNIT-1852,haul_truck,Komatsu,2016,open_pit,south_africa,30798,2022-09-09,inspection,preventive,oil_change,routine,1.8,2848.84,233.0,preventive,True,86,True,False,False
EQP-F9A47369,UNIT-6847,loader,Volvo,2011,underground,tanzania,50188,2024-04-18,breakdown,transmission,clutch,minor,6.7,15419.25,523.0,corrective,False,19,False,False,False
